,Hotel,Is repeated guest,Arrival date,Departure date,Lead time,Adults,Children,Babies,Meal,Country,Market segment,Distribution channel,Customer type,Room type,Booking changes,Deposit type,Agent,Company,Days in waiting list,Customer City,Customer State,ADR,Required car parking spaces,Total of special requests,Reservation status,Reservation status date,Booking Date,Canceled
871,Resort Hotel,1,2022-08-25,2021-08-27,181,1,1,1,HB,Spain,Direct,Direct,Contract,Triple,0,No Deposit,5,8,49,Lisbon,Paris,182.65,1,1,Check-Out,2020-06-12,2022-02-25,0
872,City Hotel,1,2020-05-05,2020-04-10,186,1,2,1,BB,France,Corporate,Direct,Transient-Party,Double,1,No Deposit,10,4,12,Berlin,Berlin,146.21,1,2,Check-Out,2021-08-18,2019-11-01,0
873,Resort Hotel,0,2022-09-19,2020-03-13,326,4,0,1,BB,United Kingdom,Direct,Direct,Transient-Party,Double,3,No Deposit,3,5,40,Madrid,Lisbon,179.74,2,3,Check-Out,2022-04-07,2021-10-28,0
874,City Hotel,1,2020-11-24,2022-04-08,260,1,0,1,BB,Germany,Corporate,TA/TO,Contract,Triple,1,No Deposit,5,8,42,Berlin,Paris,151.18,0,3,Canceled,2020-05-25,2020-03-09,1
875,City Hotel,1,2022-10-13,2021-05-11,171,3,2,0,FB,Spain,Online TA,Corporate,Transient,Double,1,Non Refund,10,3,36,Lisbon,Madrid,185.82,1,0,Canceled,2020-01-01,2022-04-25,1
876,Resort Hotel,0,2021-10-22,2021-11-09,316,2,1,0,HB,Portugal,Corporate,Corporate,Transient,Double,1,Non Refund,7,4,38,Paris,Berlin,95.08,2,4,Check-Out,2020-11-20,2020-12-10,0
877,City Hotel,1,2022-05-12,2021-12-19,269,2,1,1,HB,Portugal,Online TA,Direct,Transient-Party,Double,1,Non Refund,1,2,22,London,Paris,194.45,2,1,No-Show,2022-02-26,2021-08-16,0
878,City Hotel,0,2022-01-03,2020-04-25,96,3,1,0,HB,France,Offline TA/TO,Direct,Contract,Double,2,Refundable,5,5,43,London,Paris,188.87,1,1,Canceled,2021-10-21,2021-09-29,1
879,City Hotel,0,2022-10-22,2022-05-29,242,3,2,1,HB,France,Corporate,Direct,Transient-Party,Double,1,Non Refund,9,4,44,Paris,Paris,172.99,0,4,Canceled,2020-11-12,2022-02-22,1
880,Resort Hotel,1,2020-01-12,2022-09-07,323,3,1,1,FB,Spain,Offline TA/TO,Corporate,Group,Double,1,Non Refund,5,4,2,Madrid,London,185.76,1,0,Check-Out,2021-09-16,2019-02-23,0
881,City Hotel,1,2022-06-08,2020-05-21,221,1,0,1,HB,United Kingdom,Corporate,Corporate,Contract,Triple,2,Refundable,3,10,1,Paris,Berlin,131.22,1,1,No-Show,2022-10-03,2021-10-30,0
882,City Hotel,1,2020-02-23,2021-12-28,103,1,2,0,FB,Germany,Direct,TA/TO,Transient-Party,Single,2,No Deposit,10,2,23,Lisbon,Madrid,77.85,2,3,Check-Out,2020-04-04,2019-11-12,0
883,Resort Hotel,1,2020-10-29,2022-06-08,85,1,1,0,HB,France,Direct,Direct,Transient-Party,Double,3,Refundable,8,6,17,Lisbon,Paris,185.6,1,0,Check-Out,2022-03-16,2020-08-05,0
884,Resort Hotel,0,2022-05-26,2020-07-16,26,4,0,0,FB,Portugal,Direct,Corporate,Contract,Triple,0,No Deposit,3,5,8,Lisbon,London,105.36,0,4,Check-Out,2020-02-07,2022-04-30,0
885,Resort Hotel,1,2020-06-12,2021-01-01,138,3,1,1,BB,France,Direct,TA/TO,Transient,Single,1,Non Refund,7,2,14,London,Madrid,188.12,1,4,Check-Out,2021-05-22,2020-01-26,0
886,Resort Hotel,0,2020-03-12,2021-11-12,38,2,2,0,HB,Portugal,Offline TA/TO,Corporate,Transient-Party,Double,2,Non Refund,8,1,46,Madrid,Berlin,103.28,1,4,Check-Out,2021-11-03,2020-02-03,0
887,Resort Hotel,0,2020-07-28,2020-09-12,59,3,2,1,HB,Germany,Offline TA/TO,Corporate,Contract,Single,1,Non Refund,6,10,43,Paris,London,60.43,1,0,Canceled,2021-06-05,2020-05-30,1
888,City Hotel,1,2021-11-21,2022-08-04,48,1,1,0,FB,Germany,Offline TA/TO,Corporate,Group,Double,0,Non Refund,6,3,31,Lisbon,Berlin,107.8,1,0,Check-Out,2020-12-12,2021-10-04,0
889,City Hotel,1,2021-05-24,2020-11-06,70,1,1,0,FB,Spain,Direct,TA/TO,Group,Double,1,Refundable,3,5,12,London,Madrid,63.99,2,4,Check-Out,2020-10-25,2021-03-15,0
890,Resort Hotel,0,2020-04-18,2022-11-03,174,1,0,1,FB,Portugal,Online TA,TA/TO,Transient-Party,Double,1,Non Refund,1,9,42,Paris,Lisbon,114.92,1,3,Canceled,2020-06-06,2019-10-27,1
891,Resort Hotel,0,2022-03-14,2022-05-14,85,2,1,1,HB,Portugal,Direct,Direct,Contract,Single,2,Refundable,1,10,47,Berlin,Madrid,57.96,2,1,Canceled,2020-02-24,2021-12-19,1
892,City Hotel,0,2022-01-16,2022-09-17,124,2,1,1,FB,Spain,Corporate,Corporate,Contract,Triple,1,Non Refund,5,1,46,Paris,Berlin,116.95,2,2,Check-Out,2020-04-08,2021-09-14,0
893,Resort Hotel,0,2021-06-09,2021-05-21,218,4,2,1,HB,Portugal,Online TA,Direct,Transient,Triple,3,Refundable,2,5,42,Madrid,Paris,64.39,2,2,Check-Out,2020-11-05,2020-11-03,0
894,Resort Hotel,1,2022-11-21,2020-02-15,176,2,0,0,BB,Spain,Corporate,Corporate,Transient-Party,Double,2,Non Refund,1,10,24,Paris,London,85.65,1,4,Canceled,2020-10-22,2022-05-29,1
895,Resort Hotel,1,2022-02-25,2021-01-04,326,2,1,1,FB,France,Online TA,Corporate,Contract,Triple,3,Non Refund,4,6,1,Madrid,Madrid,174.9,1,2,Check-Out,2020-06-18,2021-04-05,0
896,Resort Hotel,1,2021-03-10,2022-03-26,166,1,2,0,BB,Germany,Offline TA/TO,Corporate,Transient,Single,1,Non Refund,5,1,42,Madrid,Berlin,112.2,0,3,Check-Out,2020-01-19,2020-09-25,0
897,Resort Hotel,1,2020-05-13,2021-10-21,161,1,1,1,HB,Spain,Offline TA/TO,TA/TO,Transient,Double,2,Refundable,7,10,3,Berlin,Lisbon,68.35,1,1,Check-Out,2022-12-17,2019-12-04,0
898,Resort Hotel,1,2022-06-16,2021-03-02,78,2,1,0,HB,France,Direct,Corporate,Transient,Triple,2,Non Refund,7,4,22,Madrid,Madrid,149.68,1,4,No-Show,2021-06-08,2022-03-30,0
899,City Hotel,1,2021-05-17,2022-10-17,79,3,2,1,FB,Spain,Corporate,Corporate,Group,Single,1,Refundable,6,4,41,Berlin,Madrid,128.05,2,2,No-Show,2020-06-29,2021-02-27,0
900,City Hotel,0,2020-05-09,2022-01-03,225,4,0,1,HB,France,Direct,TA/TO,Transient-Party,Triple,2,Refundable,1,6,46,Berlin,Madrid,108.19,2,3,Canceled,2020-11-23,2019-09-27,1
901,Resort Hotel,0,2020-02-03,2020-09-24,323,1,1,1,BB,France,Corporate,Direct,Transient,Double,0,Refundable,1,3,50,Lisbon,Madrid,188.9,1,1,No-Show,2022-03-29,2019-03-17,0
902,City Hotel,1,2020-12-17,2022-02-11,73,1,1,0,FB,Portugal,Offline TA/TO,Direct,Contract,Double,0,Non Refund,1,1,4,Berlin,Paris,152.12,1,1,No-Show,2020-03-24,2020-10-05,0
903,Resort Hotel,0,2020-11-13,2022-03-17,361,2,2,1,FB,Portugal,Offline TA/TO,TA/TO,Transient,Single,0,No Deposit,5,4,36,Paris,Berlin,173.15,0,2,Canceled,2021-05-14,2019-11-18,1
904,City Hotel,0,2022-05-04,2020-04-05,350,2,0,0,HB,France,Direct,Direct,Transient-Party,Triple,2,Refundable,10,6,50,Lisbon,Madrid,68.36,0,2,No-Show,2020-02-29,2021-05-19,0
905,Resort Hotel,1,2022-01-29,2021-03-01,180,3,0,0,FB,Portugal,Online TA,TA/TO,Transient-Party,Triple,3,Non Refund,2,8,40,Madrid,Lisbon,168.82,2,0,Canceled,2021-02-27,2021-08-02,1
906,Resort Hotel,0,2022-12-09,2020-11-04,55,1,1,1,BB,Germany,Online TA,Corporate,Transient-Party,Single,1,No Deposit,4,6,0,Lisbon,Madrid,196.17,0,1,Check-Out,2022-03-01,2022-10-15,0
907,City Hotel,1,2020-12-17,2021-09-09,320,3,1,1,HB,France,Direct,Direct,Contract,Double,2,Non Refund,5,1,8,Madrid,London,53.94,1,4,No-Show,2020-05-25,2020-02-01,0
908,Resort Hotel,0,2022-07-23,2020-03-13,356,3,0,1,FB,Spain,Direct,Corporate,Transient-Party,Single,0,No Deposit,1,3,6,Berlin,Berlin,58.82,2,1,Check-Out,2022-05-31,2021-08-01,0
909,City Hotel,1,2021-05-22,2022-05-06,141,3,0,1,FB,Portugal,Online TA,Corporate,Transient,Triple,3,Non Refund,6,2,34,Paris,Lisbon,139.34,1,0,Canceled,2022-09-26,2021-01-01,1
910,City Hotel,0,2021-04-07,2022-07-25,286,4,2,0,BB,United Kingdom,Offline TA/TO,TA/TO,Group,Single,0,No Deposit,8,1,21,Madrid,Paris,165.54,0,2,Canceled,2021-02-07,2020-06-25,1
911,City Hotel,0,2022-01-25,2021-09-15,8,4,2,1,HB,Germany,Corporate,TA/TO,Transient,Single,3,Refundable,7,9,24,Lisbon,Paris,183.89,0,2,Check-Out,2020-05-01,2022-01-17,0
912,Resort Hotel,0,2021-12-22,2021-08-17,9,2,0,0,HB,Portugal,Corporate,Direct,Group,Triple,2,Non Refund,1,10,29,Lisbon,Lisbon,136.3,0,2,Canceled,2021-05-24,2021-12-13,1
913,City Hotel,1,2020-10-27,2021-10-08,242,3,1,1,FB,Portugal,Offline TA/TO,TA/TO,Contract,Single,0,Refundable,2,5,22,Berlin,Berlin,195.27,2,4,No-Show,2020-08-30,2020-02-28,0
914,City Hotel,0,2022-07-18,2022-01-16,224,3,0,0,FB,Germany,Corporate,Corporate,Contract,Double,3,Refundable,7,1,10,Paris,Madrid,112.62,0,3,Canceled,2022-05-11,2021-12-06,1
915,City Hotel,0,2022-02-03,2022-06-16,324,3,2,1,BB,Germany,Offline TA/TO,Direct,Contract,Single,1,Refundable,4,1,10,London,Berlin,191.36,0,1,No-Show,2020-03-12,2021-03-16,0
916,City Hotel,1,2022-01-03,2022-04-27,101,1,2,0,BB,United Kingdom,Online TA,Corporate,Contract,Double,0,Refundable,10,1,20,Paris,Madrid,139.49,0,2,No-Show,2020-05-12,2021-09-24,0
917,Resort Hotel,0,2021-09-02,2021-06-15,293,2,0,1,HB,Germany,Offline TA/TO,Direct,Transient-Party,Triple,0,Refundable,1,7,11,Berlin,Berlin,108.32,1,0,Check-Out,2022-09-21,2020-11-13,0
918,City Hotel,1,2021-04-09,2021-04-03,243,1,1,0,HB,France,Offline TA/TO,Corporate,Group,Single,0,Refundable,8,10,26,London,London,64.39,1,1,Canceled,2020-06-22,2020-08-09,1
919,Resort Hotel,1,2021-10-12,2022-02-19,65,4,1,1,BB,United Kingdom,Offline TA/TO,TA/TO,Transient,Single,1,Refundable,6,9,17,Lisbon,Lisbon,193.63,1,4,No-Show,2021-06-06,2021-08-08,0
920,Resort Hotel,0,2022-12-16,2022-08-03,150,2,1,1,FB,Portugal,Online TA,Direct,Group,Triple,3,Refundable,7,2,19,London,London,139.82,0,3,Check-Out,2022-01-02,2022-07-19,0
921,City Hotel,0,2022-03-22,2021-07-07,129,1,0,0,BB,United Kingdom,Offline TA/TO,Direct,Contract,Double,2,Non Refund,6,1,20,Paris,Berlin,192.16,1,3,No-Show,2021-07-01,2021-11-13,0
922,Resort Hotel,0,2020-02-20,2021-01-05,36,1,1,0,BB,France,Direct,Direct,Contract,Single,0,Non Refund,10,2,18,Lisbon,London,127.03,2,2,Canceled,2022-05-02,2020-01-15,1
923,Resort Hotel,1,2022-06-10,2021-07-11,18,2,0,0,FB,France,Corporate,Direct,Group,Single,1,No Deposit,3,2,23,Madrid,Lisbon,130.95,1,3,Check-Out,2021-01-26,2022-05-23,0
924,Resort Hotel,1,2020-07-06,2020-09-15,178,2,2,1,BB,United Kingdom,Offline TA/TO,Direct,Group,Triple,0,No Deposit,10,7,34,Lisbon,Madrid,129.79,1,4,Check-Out,2021-06-26,2020-01-10,0
925,City Hotel,1,2021-02-28,2020-10-26,309,4,0,1,BB,Spain,Offline TA/TO,TA/TO,Transient-Party,Single,1,No Deposit,4,10,24,Paris,Paris,60.52,1,4,Canceled,2021-03-19,2020-04-25,1
926,City Hotel,0,2020-01-02,2020-03-26,326,3,0,0,HB,Spain,Corporate,TA/TO,Transient,Triple,3,Non Refund,10,2,18,Lisbon,Madrid,186.52,1,4,Check-Out,2022-12-04,2019-02-10,0
927,City Hotel,1,2022-10-14,2021-11-21,109,4,1,0,BB,United Kingdom,Corporate,TA/TO,Transient-Party,Double,1,Non Refund,3,3,33,Berlin,London,117.03,2,0,Check-Out,2022-01-04,2022-06-27,0
928,Resort Hotel,1,2021-01-04,2022-05-09,362,4,1,1,FB,Portugal,Online TA,Direct,Contract,Triple,2,Non Refund,6,5,14,Lisbon,London,140.23,1,2,Check-Out,2020-07-23,2020-01-08,0
929,City Hotel,0,2021-07-09,2021-06-22,244,1,2,0,BB,Germany,Offline TA/TO,Corporate,Transient,Double,3,No Deposit,3,9,48,Berlin,Berlin,149.31,2,3,No-Show,2021-03-29,2020-11-07,0
930,Resort Hotel,0,2021-03-21,2021-07-20,218,2,2,1,BB,France,Offline TA/TO,Direct,Contract,Double,1,Non Refund,4,3,16,Lisbon,London,139.99,2,3,Check-Out,2021-08-20,2020-08-15,0
931,City Hotel,1,2020-04-06,2022-10-17,173,3,0,1,FB,Portugal,Corporate,Direct,Transient,Single,2,Refundable,10,9,27,Berlin,Lisbon,65.23,1,3,No-Show,2022-01-31,2019-10-16,0
932,City Hotel,0,2021-01-27,2021-05-03,34,4,1,1,HB,Portugal,Corporate,TA/TO,Transient-Party,Triple,0,No Deposit,9,4,48,Paris,Berlin,90.4,2,4,Canceled,2020-08-23,2020-12-24,1
933,Resort Hotel,0,2022-06-04,2021-07-15,158,4,0,1,BB,Portugal,Offline TA/TO,Corporate,Contract,Single,1,Refundable,2,4,27,Berlin,Lisbon,112.08,2,0,Check-Out,2022-02-13,2021-12-28,0
934,Resort Hotel,0,2021-10-01,2022-11-11,222,3,2,0,HB,France,Corporate,TA/TO,Group,Triple,0,Non Refund,2,8,41,Lisbon,Lisbon,50.28,0,2,Check-Out,2021-02-24,2021-02-21,0
935,City Hotel,1,2020-02-02,2020-04-28,240,1,0,1,FB,Portugal,Offline TA/TO,Corporate,Transient-Party,Single,1,Non Refund,9,5,7,London,Madrid,167.55,2,2,Check-Out,2021-05-09,2019-06-07,0
936,City Hotel,0,2022-08-02,2020-12-15,190,3,1,1,HB,Portugal,Corporate,Corporate,Transient-Party,Double,3,No Deposit,4,5,14,Lisbon,London,150.16,0,2,Check-Out,2022-04-22,2022-01-24,0
937,City Hotel,1,2022-12-07,2020-07-03,41,1,1,0,BB,France,Direct,Direct,Contract,Single,3,Refundable,3,2,27,Paris,London,123.4,1,1,Check-Out,2022-04-06,2022-10-27,0
938,City Hotel,0,2020-03-19,2021-06-19,129,2,0,0,FB,Portugal,Corporate,Corporate,Contract,Double,1,Non Refund,7,6,34,Paris,Paris,78.21,0,3,Canceled,2022-12-04,2019-11-11,1
939,Resort Hotel,1,2020-06-23,2020-07-17,275,2,2,0,BB,Spain,Corporate,Corporate,Transient,Triple,1,Non Refund,8,4,5,London,Berlin,119.38,0,2,Canceled,2020-08-17,2019-09-22,1
940,City Hotel,1,2021-09-03,2021-06-18,164,3,1,1,FB,Spain,Offline TA/TO,Direct,Transient,Single,2,Non Refund,1,3,14,Paris,Paris,161.19,2,3,Check-Out,2021-10-30,2021-03-23,0
941,City Hotel,0,2021-03-26,2022-06-11,168,2,1,0,BB,United Kingdom,Corporate,TA/TO,Group,Single,2,No Deposit,9,9,36,London,Berlin,117.76,1,0,Canceled,2020-10-28,2020-10-09,1
942,Resort Hotel,0,2020-04-18,2020-01-29,121,4,1,0,BB,Germany,Direct,Corporate,Group,Triple,0,Non Refund,4,6,35,Berlin,London,85.69,0,1,Canceled,2020-12-17,2019-12-19,1
943,Resort Hotel,1,2021-01-23,2021-10-17,240,1,1,1,BB,France,Offline TA/TO,Direct,Group,Triple,2,No Deposit,8,5,8,Lisbon,Berlin,77.85,2,1,Check-Out,2021-10-03,2020-05-28,0
944,City Hotel,0,2020-10-17,2022-09-17,321,2,1,0,BB,Spain,Online TA,TA/TO,Transient,Triple,0,Refundable,2,1,25,London,Berlin,100.67,0,0,Check-Out,2020-07-26,2019-12-01,0
945,Resort Hotel,1,2020-08-01,2022-06-12,97,2,0,0,BB,Portugal,Corporate,Corporate,Group,Single,1,Non Refund,2,2,5,London,Berlin,104.67,1,0,Check-Out,2022-01-29,2020-04-26,0
946,City Hotel,1,2020-09-04,2021-08-05,322,1,1,1,FB,Germany,Corporate,TA/TO,Contract,Triple,2,No Deposit,8,1,4,Paris,Madrid,163.95,2,3,No-Show,2022-12-15,2019-10-18,0
947,City Hotel,0,2020-10-31,2022-04-18,169,2,2,0,HB,Portugal,Corporate,Corporate,Transient,Triple,2,Refundable,7,10,17,Paris,Paris,60.86,1,1,No-Show,2020-03-28,2020-05-15,0
948,Resort Hotel,1,2022-06-01,2020-06-24,5,2,2,1,FB,Spain,Online TA,Direct,Transient-Party,Double,3,Non Refund,8,2,26,Lisbon,London,119.51,2,3,Canceled,2020-12-20,2022-05-27,1
949,City Hotel,1,2022-12-26,2021-11-10,352,4,2,1,FB,France,Online TA,Direct,Group,Triple,1,Non Refund,1,4,6,London,Madrid,108.29,2,3,No-Show,2020-11-28,2022-01-08,0
950,Resort Hotel,1,2020-09-07,2021-02-02,78,4,2,0,BB,Germany,Corporate,Corporate,Transient-Party,Double,0,Non Refund,6,7,45,London,Lisbon,108.06,1,2,Canceled,2020-09-29,2020-06-21,1
951,Resort Hotel,1,2022-08-21,2022-08-19,124,2,1,1,HB,Germany,Direct,TA/TO,Transient-Party,Double,3,Refundable,1,10,19,Berlin,Madrid,145.27,0,3,Check-Out,2020-02-05,2022-04-19,0
952,City Hotel,1,2020-09-11,2022-08-27,341,1,2,1,BB,Germany,Online TA,TA/TO,Contract,Triple,0,Non Refund,4,7,42,Lisbon,Paris,107.88,2,4,Canceled,2022-10-07,2019-10-06,1
953,City Hotel,0,2020-10-06,2022-05-27,75,4,0,0,BB,Spain,Offline TA/TO,Direct,Transient,Double,3,No Deposit,6,4,48,Berlin,Madrid,68.4,0,1,No-Show,2022-03-01,2020-07-23,0
954,City Hotel,1,2022-03-12,2022-03-27,227,1,0,1,HB,Portugal,Offline TA/TO,Direct,Group,Double,3,Non Refund,5,9,4,Paris,Berlin,142.57,2,4,Canceled,2020-02-08,2021-07-28,1
955,Resort Hotel,1,2020-02-15,2020-01-17,123,2,2,0,FB,Spain,Corporate,Corporate,Transient-Party,Double,3,Non Refund,10,10,36,Berlin,Paris,170.83,2,4,No-Show,2021-09-20,2019-10-15,0
956,Resort Hotel,0,2022-03-25,2021-12-01,133,1,0,1,FB,Germany,Offline TA/TO,Corporate,Transient,Triple,3,Non Refund,9,6,22,Madrid,Madrid,125.04,1,0,Check-Out,2022-12-24,2021-11-12,0
957,City Hotel,0,2021-10-25,2020-10-19,324,1,0,1,BB,United Kingdom,Offline TA/TO,TA/TO,Group,Triple,2,Non Refund,4,8,3,London,Berlin,151.12,2,4,Canceled,2021-03-29,2020-12-05,1
958,City Hotel,1,2020-01-25,2022-07-19,249,2,0,1,FB,Spain,Direct,Corporate,Transient-Party,Double,3,Non Refund,9,4,27,London,Madrid,198.56,1,0,No-Show,2020-12-17,2019-05-21,0
959,Resort Hotel,1,2020-04-06,2020-02-20,313,2,0,0,FB,Portugal,Direct,Direct,Contract,Double,3,Refundable,6,10,27,Paris,Berlin,72.48,1,3,Check-Out,2021-05-16,2019-05-29,0
960,Resort Hotel,1,2022-03-11,2022-05-13,336,2,0,0,BB,United Kingdom,Offline TA/TO,TA/TO,Transient-Party,Triple,3,Refundable,2,3,5,Madrid,Madrid,100.95,0,4,Canceled,2021-03-10,2021-04-09,1
961,Resort Hotel,0,2020-04-01,2022-06-27,193,4,0,0,FB,United Kingdom,Online TA,Direct,Transient,Double,1,Non Refund,5,7,11,Paris,Lisbon,199.17,1,0,Canceled,2022-04-13,2019-09-21,1
962,City Hotel,1,2020-10-11,2022-04-04,263,2,1,1,HB,Portugal,Direct,Direct,Contract,Double,0,Non Refund,4,4,20,Berlin,Berlin,152.47,2,2,Canceled,2020-10-16,2020-01-22,1
963,City Hotel,0,2022-11-10,2020-12-31,122,1,1,1,FB,France,Direct,Direct,Group,Single,2,Refundable,2,4,37,Berlin,Paris,119.55,1,3,No-Show,2020-03-02,2022-07-11,0
964,Resort Hotel,0,2022-01-25,2021-12-15,228,3,2,1,FB,Spain,Direct,Direct,Transient,Single,3,Non Refund,1,3,33,Madrid,London,60.33,1,1,No-Show,2022-12-05,2021-06-11,0
965,Resort Hotel,0,2022-10-12,2020-05-14,183,4,0,0,HB,Spain,Offline TA/TO,TA/TO,Transient,Single,2,Refundable,6,3,33,Lisbon,Madrid,193.31,0,4,Canceled,2020-11-04,2022-04-12,1
966,Resort Hotel,1,2020-05-09,2022-01-13,110,1,1,1,BB,France,Online TA,Corporate,Group,Single,3,Non Refund,7,1,27,Madrid,Lisbon,55.24,2,4,No-Show,2022-11-07,2020-01-20,0
967,Resort Hotel,0,2020-05-16,2022-06-27,48,2,1,1,BB,Spain,Corporate,Direct,Transient-Party,Single,0,No Deposit,10,7,8,Lisbon,Paris,84.97,0,3,Check-Out,2020-08-09,2020-03-29,0
968,City Hotel,0,2021-11-03,2021-10-25,52,1,0,0,FB,Germany,Offline TA/TO,TA/TO,Transient-Party,Triple,3,Non Refund,3,7,45,Paris,Berlin,160.19,0,4,No-Show,2020-05-19,2021-09-12,0
969,City Hotel,0,2020-09-20,2021-03-08,225,3,2,0,BB,Portugal,Direct,TA/TO,Group,Single,1,Refundable,10,9,23,Paris,Madrid,130.88,0,1,Canceled,2022-04-15,2020-02-08,1
970,City Hotel,1,2021-11-22,2021-10-29,85,2,1,1,BB,United Kingdom,Offline TA/TO,Direct,Transient-Party,Triple,1,Refundable,4,7,8,Paris,London,77.3,0,3,Canceled,2022-10-23,2021-08-29,1
971,Resort Hotel,1,2022-10-31,2021-11-24,286,3,0,1,FB,Portugal,Online TA,TA/TO,Group,Triple,2,Non Refund,8,10,38,London,Paris,88.36,1,2,Canceled,2021-12-14,2022-01-18,1
972,Resort Hotel,0,2022-01-08,2021-03-07,247,2,1,1,BB,Spain,Corporate,TA/TO,Contract,Triple,0,No Deposit,10,10,44,Madrid,Madrid,194.98,2,2,Canceled,2020-07-23,2021-05-06,1
973,City Hotel,0,2020-02-05,2020-10-22,122,1,0,1,BB,France,Corporate,Direct,Contract,Single,1,No Deposit,5,7,33,Paris,Berlin,135.03,2,1,No-Show,2022-04-02,2019-10-06,0
974,City Hotel,0,2021-08-15,2020-10-19,184,1,2,0,FB,France,Online TA,TA/TO,Transient-Party,Double,0,Non Refund,9,2,34,Lisbon,Paris,145.37,1,0,No-Show,2020-02-23,2021-02-12,0
975,City Hotel,1,2021-08-05,2021-02-20,94,2,0,0,BB,United Kingdom,Online TA,Direct,Group,Single,1,Refundable,10,7,40,Madrid,Lisbon,112.87,1,4,Check-Out,2022-09-12,2021-05-03,0
976,Resort Hotel,0,2020-10-03,2022-05-16,227,1,1,1,FB,Germany,Online TA,Direct,Transient-Party,Triple,1,Non Refund,7,7,38,Madrid,London,197.7,1,3,Check-Out,2020-02-17,2020-02-19,0
977,City Hotel,1,2022-03-07,2021-06-07,166,3,0,1,HB,Spain,Offline TA/TO,TA/TO,Group,Single,3,No Deposit,4,2,39,Paris,Paris,133.79,1,1,No-Show,2022-08-24,2021-09-22,0
978,Resort Hotel,0,2021-02-26,2022-06-24,164,3,1,1,BB,Portugal,Online TA,TA/TO,Transient,Triple,3,No Deposit,4,4,42,Madrid,Madrid,186.02,2,0,No-Show,2022-12-15,2020-09-15,0
979,Resort Hotel,0,2020-06-24,2022-04-25,187,1,0,0,BB,France,Online TA,Corporate,Contract,Double,3,No Deposit,7,2,3,Paris,Madrid,131.04,1,3,No-Show,2021-07-07,2019-12-20,0
980,Resort Hotel,1,2022-09-08,2022-07-31,266,3,1,1,BB,United Kingdom,Online TA,Corporate,Transient-Party,Double,0,Refundable,8,5,12,Lisbon,London,94.17,2,0,Check-Out,2021-11-07,2021-12-16,0
981,Resort Hotel,0,2021-10-29,2022-07-17,117,3,1,1,FB,Portugal,Online TA,TA/TO,Group,Single,2,Refundable,1,4,16,Madrid,Lisbon,132.09,0,1,Check-Out,2020-12-27,2021-07-04,0
982,City Hotel,0,2020-07-14,2021-07-24,106,1,2,0,FB,France,Online TA,Direct,Transient-Party,Double,2,Refundable,6,5,36,Berlin,Madrid,150.33,1,4,No-Show,2021-05-25,2020-03-30,0
983,City Hotel,1,2021-08-17,2022-09-13,98,2,0,0,BB,Germany,Online TA,TA/TO,Group,Double,1,Refundable,8,2,33,Paris,Madrid,59.07,2,2,Canceled,2021-08-14,2021-05-11,1
984,City Hotel,0,2021-08-27,2021-09-05,179,3,2,1,FB,Portugal,Offline TA/TO,Corporate,Transient,Double,2,Refundable,10,10,25,London,Paris,165.25,0,2,No-Show,2020-01-12,2021-03-01,0
985,Resort Hotel,0,2020-07-01,2022-12-19,260,2,1,0,BB,Spain,Direct,TA/TO,Contract,Double,3,Non Refund,8,2,43,London,Berlin,142.84,1,1,Check-Out,2021-12-23,2019-10-15,0
986,Resort Hotel,1,2020-03-29,2022-11-27,110,3,0,0,FB,Portugal,Direct,TA/TO,Transient-Party,Triple,2,Refundable,5,9,20,Lisbon,Berlin,135.17,0,3,No-Show,2020-06-19,2019-12-10,0
987,City Hotel,1,2022-02-21,2021-07-13,276,1,0,0,BB,Germany,Direct,Direct,Group,Triple,0,Refundable,8,4,34,Berlin,London,63.21,2,3,Check-Out,2022-04-24,2021-05-21,0
988,City Hotel,1,2021-03-07,2022-05-20,196,3,2,1,FB,Portugal,Corporate,TA/TO,Transient-Party,Double,0,No Deposit,1,4,48,Lisbon,Berlin,115.27,0,0,Check-Out,2022-09-10,2020-08-23,0
989,Resort Hotel,1,2022-12-27,2020-04-03,199,4,0,0,FB,Germany,Direct,TA/TO,Transient-Party,Double,3,Refundable,3,10,18,Paris,Madrid,119.94,1,3,Check-Out,2022-08-07,2022-06-11,0
990,Resort Hotel,1,2020-12-17,2021-04-04,55,2,2,0,BB,Spain,Direct,TA/TO,Transient,Single,1,Non Refund,1,5,5,Paris,London,119.19,0,4,Canceled,2021-10-28,2020-10-23,1
991,City Hotel,1,2020-09-11,2022-05-24,152,3,1,1,FB,Portugal,Direct,Corporate,Transient,Single,1,Non Refund,10,8,39,London,Madrid,64.91,0,1,No-Show,2021-11-10,2020-04-12,0
992,Resort Hotel,1,2020-06-05,2021-12-24,115,4,0,0,HB,United Kingdom,Online TA,Corporate,Transient-Party,Single,1,No Deposit,4,1,32,London,Lisbon,118.96,0,4,No-Show,2022-09-21,2020-02-11,0
993,Resort Hotel,0,2021-04-09,2020-03-22,114,3,0,0,FB,Portugal,Direct,Corporate,Transient-Party,Single,3,Refundable,5,7,26,London,Madrid,163.56,1,0,No-Show,2022-11-06,2020-12-16,0
994,City Hotel,1,2020-02-02,2022-08-22,324,1,0,0,FB,United Kingdom,Corporate,Direct,Transient-Party,Triple,0,Refundable,3,2,15,Lisbon,Berlin,169.85,0,4,Check-Out,2022-10-28,2019-03-15,0
